0	1
mil gerd-e-Aj dAr	corrugated bar
سقا	water boy
اطلاعات حساب	account information and ATM (automatic teller machine)
ﻜﺮﻢ	The 3 valence salt of chromium, Chromium III salt
بالن ژوژه	Volumetric Flask
شیشه ی در سمباده ای	Ground-Jointed Glass/Flask
سنگ جوش	Boiling Chip / Boiling Stone
میازار موری که دانه کش است / که جان دارد و جان شیرین خوش است	On the ant bearing the grain bring not strife/He is alive and joyous is sweet life
از این حکم از چشمشان خون چکید / ز عالم نمودند قطع امید	Blood they shed hearing the ordinance/ Hope they lost in this world essence
سود 0.01 نرمال	1/100 N (Normal) NaOH
ارلن مایر 500 میلی لیتری	500 ml Erlenmeyer Flask
چو از بهر سرگرمی خود ز شوق / دو جینی کبوتر خرید او به ذوق	as for his own amusement zealously two dozen pigeons he bought enthusiastically
Edare ye Tashkhis e hoviyat	Office Of Identity Identificaiton
ﺁﻻﻴﻧﺪﻩﻫﺎﻯ ﻔﻠﺰﻯ	metallic contaminants
ﻮﻴژﮔﻴﻬﺎ	Characteristics, features
ﻜﻮﺸﺎﺐ	Non-alcoholic beer
صورت مجلس تفكيكى	minutes of demarcation
javabe mano nadari	you don't have an answer for me
Salam Omidvaram sale jaded ro ba 7siny az : 1) salamat 2 ) sar bolandy 3) soror	Hello, I hope the new year with seven seens such as 1) health 2) honor 3) happiness
بابیلیس	Hair Iron or Hair Curler
پیتاژ	pinking shears
کوپ	haircut
库赫鲁德山脉	Kuh Rud
Kavir	salt desert
مواد جرم گير	descaling agents
مرکز فوق تخصصی	Super specialty center
زندگی مشترک	communal life
چک رمزدار	coded/codified cheque
خیابان کشی	Paving / Road Building/ Road Surfacing
systeme Amouzeshi Doreyi	periodic instruction system
انفال	Anfal
بافت قدیم	old/ancient texture
میزانپلی	getting a perm(anent) wave
لایی چسب	interlining adhesive
البته	certainly, sure
entefazeh	intifada
edareh sabte asnad o amlak	1. State Registry of Documents and Landed-Estate Properties; 2. (Explanation)
tabi'yeh	natural sciences
barcheen	Imperative of barchidan
خود امتیازی	self-Kudoz awarding
نوسانگر هماهنگ	Harmonic Oscillator
جابجا شدن دو عملگر	commutation of two operators
نظریه اختلال	Pertubation theory
حالت جامد	solid state
صدور امثال این قبایح حرص و طمع	...performing such evil-doings is avarice and greed...
jahan khishi	globalization
wajheh tasmiyeh	etymology, appellation, nomenclature
dasteh Darzeh	the number of the joint sets
ghAbeliate taghire zabAne system ba estefade az mazhole tarife zabane jadid	Changeability of the/a system language through/using a/the new language difining module.
bahregiri az yek system ya narm afzar	(Use,utilize, utilise,employ and even apply)ing .... a sysetem or software
poshtibani az yek narm afzar ya standard	Support Serves Right.
bargozArye emtehane ta`ine sath	...placement test
ghAbeliate ta`ine sathe sakhtiye soAl	the possibility/capability to determine the difficulty level of the/a question
پز عالي، جيب خالي (poze Ali jibe khali)	great boast, little toast!
to bish az had be un vabaste shodi	You have come to be dependent on her/him excessively/too much.
pahnehaye kalane meghyas	macroscale widths
Ghazaf	false accusation of unlawful intercourse, false charge of fornication
osture sAzi	mythologizing; mythmaking
شمرتال _____ بخش ______ دمستال _____ شمر/رنستا	City/town/rural area/ village
oon khodesh ham pashi moone	He is regretful himself/He is sorry to have done so himself.
clip tasviri 4th namAyeshgag international tasisAt va system haye sarmAyeshi va	4th Iran HVAC systems  instalations international fair (video) clip
Omr e mofid	Life Span
man miresunamet	I'll take you there.
az cheshm-e-din didan	to put it down to the religion, to blame the religion for it
koordelAn-e-khofAsh sefat	blind-hearted and bat-like people
moghadas maAb	sanctimonious
midunestam ye etefaghe bad oftade	I knew something bad had happened.
amozeshe pishgiri az aids be daneshamozan	aids prevention training for students
sAbeghe anjame amalhaye sarpayee be sorate motenaveb	the experience of out patience operation with alternative speed
masoole comosione pezeshki moafiat az sarbazi	the person in charge of medical active service exemption commision
hazrate ali dar nahjolbalaghe takavare sokhan ra be jolan avardeh ast	His Holliness Ali has flown on the combatant of speech with full career in Nahjolnbalugheh
osul va mabadiye din	the principles and fundamentals of the religion
bAz nAmAi-e-tabiat	re-creation of nature
mAbAni-e-honar	fundamentals of art
kelas-e-AzAd	open classroom
tu estevaj kardi?	Are you married?
kamAle motlagh	(the) Absolute Perfect
ziaratname	pilgrimage book
nemitoonest ro haresh harf bezane	s/he could not override his words
HAGH E MATLAB RO ADA KARDAN.	manage to reasonably examine the issue
asma'al hosna	The Most Beautiful Names of Allah/God
ba gerayeshe modiriyat	with a management inclination
markaze tebbi	Tehran Chlidren's Medical Center Hospital/The Hospital of Tehran Chlidren's Medical Center
vahedhaye morede pazhuhesh	the units under study/units being researched
pendar nik , goftar nik , kerdar nik	Good thoughts, good words, good deeds
nemidunam chera har ghadr be oon negah mikonam sir nemisham	I don't know why the more I look at him/her the more I feel a craving to keep on looking.
saresh gij miraft.	She/he was feeling giddy/dizzy, She/he was reeling, She/he was staggering
oon adat nadasht	He/She was not used to
mohavateh sazi	Landscaping
shart mibandam gand bezani, pesar jan	boy, I bet you will end up in a mess
kife ehya	recovery bag
otaghe kare tamiz	clean working room
آزادٍ اسك كصدر آزاد است	AzAdi is the action noun/verbal noun of AzAd
deklamh	Narration
parvareshi,daryaei	farmed fish, wild fish
chaahaar pareh	tetrastich
bad az raftane A , D afsorde shod	Once A was gone, D got depressed
fekr mikardam in faghat yek havase zoodgozar hast	I thought it was but a whim.
nemitoonest jaye khalisho tahamol kone	she/he couldn't stand (bear with) his/her absence ...
oono vase ye modat bebarim kharej	(we may/can) take him/her abroad (out of country) for a while
bar khalafe meilam	contrary to my desire / inclination
Salam Agar dost dashtid be in email, javab bedid	Hi. Please reply to this e-mail should you like to/ if you'd like to.
faghat khahesh mikonam dige mano to khoone tanha nazar	I have only one request. From now on don't leave me home alone anymore
majboor bodam onja bemoonam va karamo tamoom konam	I had to stay there and finish my work
Culture-bound Terms	vAzhegAn-e farhangi
man ke mazerat khastam	I appologized, though
bebakhshid dir shod rafteboodam company karhamo anjam bedam	Sorry for being late! I had something to do at the office.
tamame kar hamo anjam dadm	I did everything I had to
bavar kon shokhi nemikonam	Be sure, I'm not pulling your legs
to kheili loos va bad akhlagh shodi	you turned into a very spoilt, grumpy person
ba khodam boodam	I was talking to myself
ba kee boody?	to whom were you talking?
be to rabti nadare	It's none of your business
begozar man begozaram dahanat{ghaza bezaram dahanet}	let me hand-feed you
ama to ke kheili kam khordy	but you barely ate
to faghat vase man sakhte shodi	you have been created just for me
az dard faryad mikeshid	he/she was screaming in pain
shookhi kardam	It was only a joke
hanooz dost dari barim safar?	Do you still want us to take a trip?
vaghti khejalat mikeshe beshtar asheghet misham	Your blush(es) makes me love you even more.
shoharam mekhad mano bebare maheasal	my husband wants to take me on a honey moon trip
aslan maloom hast to chet shode?	What on earth is wrong (with you)?
mano beboos ama na intory	Kiss me but not that way!
khob boland sho dige	OK, come on, stand up!
saresh boland dad keshid	She/He yelled at him/her at the top of his/her voice.
thomas moghavemat mikone	Thomas resists.
harfe ahmaghane'ee zadi ke hata fekresh ham mano azar mide	you said such stupid words that even thinking at them makes me sad
AbdAr khAne	Refreshment Room/ Canteen
faghat choon man yek shokheie kochak kardam?	only because I made a small joke?
